object_id,line1,line2,source
IR33_014,1 33886U 97051BF  26125.14733146  .00000421  00000+0  13723-3 0  9990,2 33886  86.3866   6.8630 0015464 131.1329  21.5068 14.36226702901106,Iridium-33
IR33_015,1 33887U 97051BG  26124.97068742  .00000372  00000+0  11798-3 0  9999,2 33887  86.3002 301.6821 0007959 121.9207  10.0757 14.37366327902220,Iridium-33
IR33_016,1 33953U 97051BN  26125.07405434  .00003053  00000+0  67549-3 0  9992,2 33953  86.3869 351.5089 0016130 345.7818 176.6195 14.56873067903894,Iridium-33
IR33_017,1 33960U 97051BV  26124.79979979  .00019241  00000+0  18466-2 0  9997,2 33960  86.2559 221.6105 0002065 175.3689 313.0977 14.92991986909968,Iridium-33
IR33_018,1 33966U 97051CB  26125.10407919  .00001711  00000+0  43444-3 0  9997,2 33966  86.3931 344.4929 0009753  84.3920  35.6407 14.50252121905196,Iridium-33
IR33_019,1 34071U 97051CE  26125.00554796  .00001700  00000+0  43202-3 0  9990,2 34071  86.3421 315.5384 0007575   7.8529 352.2793 14.50219246904104,Iridium-33
IR33_020,1 34077U 97051CL  26125.10628413  .00006797  00000+0  11965-2 0  9996,2 34077  86.3864 348.2250 0006773 254.7951 267.7028 14.67457622904333,Iridium-33
IR33_021,1 34079U 97051CN  26124.99501051  .00014070  00000+0  15098-2 0  9996,2 34079  86.3720 303.2215 0006303 177.6518 341.0942 14.88507707911050,Iridium-33
IR33_022,1 34088U 97051CX  26125.05739654  .00032092  00000+0  24710-2 0  9991,2 34088  86.3795 324.3237 0004682  56.8596  73.9305 15.01509766908853,Iridium-33
IR33_023,1 34091U 97051DA  26125.06899451  .00021948  00000+0  20666-2 0  9992,2 34091  86.3474   0.5690 0028621 139.7738 220.5616 14.93424700899987,Iridium-33
IR33_024,1 34097U 97051DG  26124.91591170  .00003083  00000+0  10200-2 0  9991,2 34097  86.1946 298.1471 0079694 252.9480 106.2975 14.35886187891735,Iridium-33
IR33_025,1 34145U 97051DY  26124.39451703  .00002571  00000+0  74397-3 0  9993,2 34145  86.2079 268.9064 0051207 345.4713  14.5012 14.43418209896954,Iridium-33
IR33_026,1 34146U 97051DZ  26124.51323122  .00002862  00000+0  73030-3 0  9997,2 34146  86.2787 286.6749 0028624 109.0724 316.5443 14.49996284901759,Iridium-33
IR33_027,1 34159U 97051EN  26125.07885881  .00000845  00000+0  26709-3 0  9998,2 34159  86.3522 347.1304 0027752 172.3286 187.8343 14.38877401900202,Iridium-33
IR33_028,1 34350U 97051ES  26124.97225904  .00000992  00000+0  27318-3 0  9993,2 34350  86.3230 300.6475 0021876  29.2577 133.6851 14.45808682903623,Iridium-33
IR33_029,1 34366U 97051FJ  26125.10571751  .00003326  00000+0  75798-3 0  9999,2 34366  86.3694 346.8963 0021295  24.0671 130.3289 14.55467622902669,Iridium-33
IR33_030,1 34375U 97051FT  26124.99062169  .00000899  00000+0  40603-3 0  9992,2 34375  86.4272 124.9693 0103090  33.0985 355.5482 14.18275932887421,Iridium-33
IR33_031,1 34376U 97051FU  26124.93302492  .00008308  00000+0  15255-2 0  9990,2 34376  86.2919 301.9963 0025907  46.9189 313.4186 14.65386727901028,Iridium-33
IR33_032,1 34486U 97051GB  26125.01896718  .00031290  00000+0  21749-2 0  9992,2 34486  86.3863 305.3488 0006954 316.5051 172.9285 15.05364326911355,Iridium-33
IR33_033,1 34487U 97051GC  26124.96388806  .00000525  00000+0  14864-3 0  9998,2 34487  86.3397 310.7266 0031585  20.8068 131.6743 14.43444977903144,Iridium-33
IR33_034,1 34492U 97051GH  26124.16796531  .00012168  00000+0  39999-2 0  9995,2 34492  86.4706 276.9081 0185509 139.2496 348.0458 14.28836104870903,Iridium-33
IR33_035,1 34497U 97051GN  26124.08289083  .00001217  00000+0  46833-3 0  9999,2 34497  86.2799 351.5861 0077264 239.0825 274.6544 14.27978763889140,Iridium-33
IR33_036,1 34508U 97051GZ  26125.20357697  .00004136  00000+0  12869-2 0  9998,2 34508  86.3725  41.7336 0066811  62.5060 298.2908 14.39486787893722,Iridium-33
IR33_037,1 34521U 97051HN  26125.00848043  .00005246  00000+0  96800-3 0  9992,2 34521  86.3770 327.3853 0005022 116.0194 244.1537 14.65329141905691,Iridium-33
IR33_038,1 34525U 97051HS  26125.10196920  .00000856  00000+0  24848-3 0  9992,2 34525  86.3740 345.6567 0004412   7.5346 148.0643 14.43297078901552,Iridium-33
IR33_039,1 34529U 97051HW  26124.98417084  .00000572  00000+0  17255-3 0  9997,2 34529  86.3633 334.3668 0007101  90.3591 269.8422 14.40805533902044,Iridium-33
IR33_040,1 34538U 97051JF  26124.94235815  .00002155  00000+0  62727-3 0  9996,2 34538  86.2722 302.7949 0033129 208.6318 304.2787 14.43521615898213,Iridium-33
IR33_041,1 34540U 97051JH  26124.33372294  .00009257  00000+0  12594-2 0  9991,2 34540  86.3102 242.2130 0015419  42.6903 341.9318 14.78588454911268,Iridium-33
IR33_042,1 34648U 97051JZ  26125.22754552  .00009719  00000+0  43772-2 0  9995,2 34648  86.3944 223.8890 0177141 203.7923 155.5002 14.14181380869877,Iridium-33
IR33_043,1 34651U 97051KC  26124.30605056  .00006181  00000+0  22487-2 0  9991,2 34651  86.2780  79.7533 0137483 103.4906 258.1649 14.27916119879296,Iridium-33
IR33_044,1 34652U 97051KD  26124.37473328  .00003920  00000+0  74999-3 0  9998,2 34652  86.3273 276.4102 0028520 165.0669 224.7225 14.63380356905695,Iridium-33
IR33_045,1 34690U 97051KM  26125.08096000  .00001796  00000+0  40641-3 0  9993,2 34690  86.3775 334.6812 0007633 246.1050 276.6451 14.55671097901796,Iridium-33
IR33_046,1 34696U 97051KT  26124.99699169  .00023803  00000+0  33790-2 0  9992,2 34696  86.1823 320.2664 0060751  35.6255 117.0216 14.75559449887785,Iridium-33
IR33_047,1 34765U 97051LJ  26124.31766248  .00000987  00000+0  30128-3 0  9999,2 34765  86.3382 331.5867 0018400 106.1943  70.7907 14.40879102896668,Iridium-33
IR33_048,1 34833U 97051MH  26124.38604101  .00002103  00000+0  49985-3 0  9994,2 34833  86.3944 349.4877 0018932 344.9976  74.1109 14.53360854897863,Iridium-33
IR33_049,1 34870U 97051MQ  26124.32859330  .00008033  00000+0  10682-2 0  9994,2 34870  86.3089 248.5837 0017147  62.9105 326.6684 14.79520689910172,Iridium-33
IR33_050,1 34896U 97051MY  26124.15611422  .00004761  00000+0  82618-3 0  9994,2 34896  86.3265 262.7122 0027513  91.3247  81.3561 14.67786377897079,Iridium-33
IR33_051,1 34926U 97051NF  26124.51675611  .00020502  00000+0  40062-2 0  9995,2 34926  86.1319 301.6901 0072369 169.2003 252.6080 14.61118398885378,Iridium-33
IR33_052,1 34985U 97051NR  26125.09310015  .00001436  00000+0  42468-3 0  9996,2 34985  86.3722 355.7097 0023184 108.7227  43.4991 14.42682459892419,Iridium-33
IR33_053,1 35051U 97051NX  26123.48369582  .00001949  00000+0  51624-3 0  9998,2 35051  86.3200 307.0583 0007726 352.3669   7.7416 14.48314653890479,Iridium-33
IR33_054,1 35052U 97051NY  26124.51917688  .00000483  00000+0  15121-3 0  9994,2 35052  86.3280 319.2825 0010737 345.5130  14.5758 14.38685277893284,Iridium-33
IR33_055,1 35080U 97051PF  26124.03233713  .00119143  00000+0  60397-2 0  9990,2 35080  86.2137 342.9063 0033121  22.4998 337.7685 15.15960652718214,Iridium-33
IR33_056,1 35297U 97051PM  26119.42483574  .00001693  00000+0  47088-3 0  9992,2 35297  86.3902   3.9750 0017806  50.7594 309.5185 14.45814462724151,Iridium-33
IR33_057,1 35299U 97051PP  26124.54607296  .00003334  00000+0  99027-3 0  9996,2 35299  86.2868 330.9711 0055443 353.3040  35.9730 14.42102283883880,Iridium-33
IR33_058,1 35480U 97051QA  26124.97903044  .00001646  00000+0  41525-3 0  9999,2 35480  86.3547 322.7968 0013360 355.5322   4.5761 14.50510248891078,Iridium-33
IR33_059,1 35484U 97051QE  26124.19425280  .00044968  00000+0  25867-2 0  9992,2 35484  86.3449 285.2604 0011625 328.5443  31.5100 15.12213984641592,Iridium-33
IR33_060,1 35488U 97051QJ  26124.27550071  .00009169  00000+0  10297-2 0  9997,2 35488  86.3258 234.9551 0023561 250.4602 109.4079 14.86447653903816,Iridium-33
IR33_061,1 35616U 97051QN  26123.71296758  .00014702  00000+0  16723-2 0  9996,2 35616  86.3494 280.7047 0009576  50.8983 309.3091 14.86112021896807,Iridium-33
IR33_062,1 35618U 97051QQ  26114.22865173  .00001209  00000+0  28755-3 0  9994,2 35618  86.3344 295.5416 0026280 294.7776  65.0696 14.52870281673179,Iridium-33
IR33_063,1 35620U 97051QS  26124.34580164  .00005353  00000+0  14673-2 0  9992,2 35620  86.3901 157.1626 0137996 147.4450 213.5356 14.41436002620180,Iridium-33
IR33_064,1 35622U 97051QU  26124.67812727  .00056221  00000+0  26269-2 0  9997,2 35622  86.1924 192.2100 0009023 115.0843  15.6202 15.19529325895203,Iridium-33
IR33_065,1 35628U 97051RA  26124.22837128  .00006175  00000+0  10267-2 0  9990,2 35628  86.3527 305.4029 0010864 189.0292 171.0730 14.69936307885389,Iridium-33
IR33_066,1 35631U 97051RD  26124.30603032  .00000816  00000+0  21521-3 0  9990,2 35631  86.3642 319.5904 0017303  13.1819 168.1910 14.47742694892594,Iridium-33
IR33_067,1 35680U 97051RJ  26117.30302034  .00004588  00000+0  18248-2 0  9995,2 35680  86.1041 321.4198 0146432 206.9728 331.8904 14.22819205626271,Iridium-33
IR33_068,1 35744U 97051RX  26123.79746613  .00006765  00000+0  10434-2 0  9999,2 35744  86.3265 261.1095 0022077  72.0040 288.3581 14.73099400894216,Iridium-33
IR33_069,1 35797U 97051SF  26124.15434580  .00012336  00000+0  13660-2 0  9990,2 35797  86.3331 264.2688 0010396  28.4832 331.6959 14.87203628894546,Iridium-33
IR33_070,1 35806U 97051SQ  26124.79990090  .00003959  00000+0  83916-3 0  9997,2 35806  86.3410 317.5638 0011691 313.1208  46.9023 14.58963259884090,Iridium-33
IR33_071,1 35809U 97051ST  26123.68143889  .00011798  00000+0  15898-2 0  9996,2 35809  86.3226 270.5035 0013776 113.7753 246.4914 14.79017401889039,Iridium-33
IR33_072,1 35846U 97051SW  26124.08511396  .00001407  00000+0  40722-3 0  9995,2 35846  86.3776 358.0801 0020029  66.1124 294.2173 14.43750055733828,Iridium-33
IR33_073,1 35848U 97051SY  26124.80551110  .00010269  00000+0  12778-2 0  9990,2 35848  86.3860 311.5828 0009599  71.9595 288.2673 14.82392404688079,Iridium-33
IR33_074,1 35850U 97051TA  26122.16423679  .00013763  00000+0  17098-2 0  9990,2 35850  86.3444 280.1463 0010886  76.4877 283.7557 14.82458618734354,Iridium-33
IR33_075,1 35915U 97051TY  26123.17959467  .00015108  00000+0  17657-2 0  9999,2 35915  86.3391 278.0707 0011850  70.8014 289.4492 14.84978769101824,Iridium-33
IR33_076,1 35918U 97051UB  26125.01768728  .00003100  00000+0  75048-3 0  9993,2 35918  86.4045  14.2513 0028199  53.3244  11.8650 14.52506490872869,Iridium-33
IR33_077,1 35929U 97051UN  26123.60182233  .00051250  00000+0  27676-2 0  9991,2 35929  86.3447 244.8290 0014913 219.0612 140.9552 15.14410609899182,Iridium-33
IR33_078,1 36011U 97051US  26124.37814995  .00001123  00000+0  33698-3 0  9992,2 36011  86.3402 334.1627 0020518 108.9305  13.9441 14.41821202665952,Iridium-33
IR33_079,1 36012U 97051UT  26122.77532928  .00005414  00000+0  19428-2 0  9999,2 36012  86.4385 250.5413 0220747 171.9595 188.5231 14.21042442674860,Iridium-33
IR33_080,1 36028U 97051VK  26125.06203550  .00027259  00000+0  19983-2 0  9994,2 36028  86.3238 238.8269 0015467 238.1834 121.7894 15.03303953892723,Iridium-33
IR33_081,1 36080U 97051VM  26121.77793910  .00001847  00000+0  49910-3 0  9999,2 36080  86.3167 306.9571 0019036  60.5701 299.7399 14.47230814494390,Iridium-33
IR33_082,1 36083U 97051VQ  26124.31126996  .00001352  00000+0  38963-3 0  9996,2 36083  86.3431 332.7728 0028204 112.8661 247.5523 14.43788886875061,Iridium-33
IR33_083,1 36390U 97051VU  26123.57485515  .00006114  00000+0  88514-3 0  9997,2 36390  86.2917 234.2459 0029730  40.7720 319.5715 14.75665622683525,Iridium-33
IR33_084,1 36483U 97051VZ  26124.37109980  .00001298  00000+0  35604-3 0  9998,2 36483  86.3817 351.4302 0010223  27.7417 332.4328 14.46367908672078,Iridium-33
IR33_085,1 36490U 97051WG  26124.94711660  .00010060  00000+0  13276-2 0  9990,2 36490  86.3605 305.6577 0000742 293.5059  66.6084 14.79964594886001,Iridium-33
IR33_086,1 36493U 97051WK  26123.25399650  .00006291  00000+0  11106-2 0  9998,2 36493  86.3530 308.7030 0008863 215.1074 144.9557 14.67313013765921,Iridium-33
IR33_087,1 36497U 97051WP  26120.45525925  .00005368  00000+0  96970-3 0  9994,2 36497  86.1576 189.0700 0044911  11.2576 348.9630 14.65611634676829,Iridium-33
IR33_088,1 37548U 97051XH  26123.86688658  .00002680  00000+0  64948-3 0  9997,2 37548  86.3518 341.4770 0026823  76.8556 283.5641 14.52444358675944,Iridium-33
IR33_089,1 37550U 97051XK  26120.28820587  .00006067  00000+0  10207-2 0  9993,2 37550  86.3751 322.3686 0003884  36.6998 323.4483 14.69457114883666,Iridium-33
IR33_090,1 37562U 97051XX  26121.39951569  .00004583  00000+0  99004-3 0  9998,2 37562  86.3756 342.6477 0024184   0.0495 119.5772 14.57972208883624,Iridium-33
IR33_091,1 37565U 97051YA  26099.33400274  .00001712  00000+0  41706-3 0  9998,2 37565  86.3473 318.3481 0014606  52.1997 308.0529 14.52140920675437,Iridium-33
IR33_092,1 38017U 97051YD  26124.39563355  .00006652  00000+0  15473-2 0  9995,2 38017  86.3373 103.9618 0084502 354.2765   5.7466 14.52582536634710,Iridium-33
IR33_093,1 38022U 97051YJ  26122.79255312  .00002785  00000+0  82734-3 0  9992,2 38022  86.2651 314.6269 0042654 304.4493  55.2680 14.42417946712260,Iridium-33
IR33_094,1 38028U 97051YQ  26124.74483022  .00000725  00000+0  19456-3 0  9999,2 38028  86.3211 298.0886 0028027  12.2227 347.9650 14.46631710675623,Iridium-33
IR33_095,1 38228U 97051ZC  26124.92159932  .00000645  00000+0  24845-3 0  9990,2 38228  86.2962 347.6057 0065891  89.5793 334.2014 14.27538748868244,Iridium-33
IR33_096,1 38241U 97051ZR  26123.20425630  .00003152  00000+0  71464-3 0  9991,2 38241  86.3176 288.1350 0001616 336.5865  23.5269 14.55836251622588,Iridium-33
IR33_097,1 38474U 97051AAB 26123.25452926  .00001638  00000+0  40432-3 0  9990,2 38474  86.3369 308.3695 0024369 337.7716  22.2430 14.51398139673705,Iridium-33
IR33_098,1 39777U 97051AAJ 26124.65924641  .00015194  00000+0  30577-2 0  9990,2 39777  85.9577 105.4513 0060864  65.0463 295.7054 14.60292575622680,Iridium-33
IR33_099,1 39778U 97051AAK 26125.03610183  .00002959  00000+0  67520-3 0  9991,2 39778  86.3781 340.9767 0004764 263.6183  96.4482 14.55507355627766,Iridium-33
IR33_100,1 39781U 97051AAN 26120.47374645  .00012772  00000+0  46999-2 0  9998,2 39781  86.3754 200.6999 0177042 186.8763 190.5660 14.24200589100797,Iridium-33
IR33_101,1 40996U 97051ABJ 26124.23855618  .00043187  00000+0  27197-2 0  9993,2 40996  86.3415 294.1091 0005740 216.4275 266.3288 15.08972812646280,Iridium-33
IR33_102,1 40998U 97051ABL 26124.40934323  .00001207  00000+0  33593-3 0  9990,2 40998  86.3856 352.7020 0006773 342.7646 142.2486 14.45641741 87427,Iridium-33
IR33_103,1 46435U 97051ABN 26124.78337219  .00007076  00000+0  18206-2 0  9997,2 46435  86.2804 132.0015 0200160 164.5227  13.0618 14.38662847 99691,Iridium-33
IR33_104,1 46734U 97051ABR 26118.77406775  .00002781  00000+0  82109-3 0  9997,2 46734  86.2580 302.6594 0037955 238.7248 137.1241 14.42834568649864,Iridium-33
IR33_105,1 46965U 97051ABX 26123.89066829  .00003607  00000+0  72338-3 0  9995,2 46965  86.3311 277.5827 0018680 196.1364 316.1277 14.61380700643432,Iridium-33
IR33_106,1 46971U 97051ACD 26116.16693559  .00047558  00000+0  31213-2 0  9999,2 46971  86.3145 269.2889 0007067 181.1926 306.0754 15.07424987662497,Iridium-33
IR33_107,1 46972U 97051ACE 26121.35695721  .00001883  00000+0  46759-3 0  9993,2 46972  86.3872 339.2922 0009359  13.6253 111.5367 14.51350828635971,Iridium-33
IR33_108,1 46974U 97051ACG 26123.49944152  .00011893  00000+0  30534-2 0  9992,2 46974  86.2996  43.1930 0092674  74.6820 286.4602 14.47584298595578,Iridium-33
COS2251_001,1 22675U 93036A   26124.55697691  .00000102  00000+0  46312-4 0  9998,2 22675  74.0406  54.9326 0023693 105.7150 254.6617 14.33247429718192,Cosmos-2251
COS2251_002,1 33757U 93036E   26124.97524918  .00000074  00000+0  36584-4 0  9996,2 33757  74.0374  62.1219 0013955  41.9237  31.4899 14.32617908900477,Cosmos-2251
COS2251_003,1 33758U 93036F   26125.20033772  .00003066  00000+0  75379-3 0  9995,2 33758  74.0273 304.5586 0015718 341.4753 136.9400 14.52657133903878,Cosmos-2251
COS2251_004,1 33760U 93036H   26125.18981764  .00000254  00000+0  96789-4 0  9993,2 33760  74.0337  18.1676 0019444  85.4949  72.1723 14.35764941901832,Cosmos-2251
COS2251_005,1 33761U 93036J   26125.05593534  .00000994  00000+0  30392-3 0  9992,2 33761  74.0367 346.1624 0022291  35.5248 114.9218 14.42971239903019,Cosmos-2251
COS2251_006,1 33762U 93036K   26124.82732934  .00000109  00000+0  48733-4 0  9993,2 33762  74.0429  48.4227 0014157  78.9488 336.9880 14.33711075900983,Cosmos-2251
COS2251_007,1 33764U 93036M   26125.12797412  .00000688  00000+0  22726-3 0  9996,2 33764  74.0351   7.8165 0022476 295.2457 217.1977 14.39812442902202,Cosmos-2251
COS2251_008,1 33765U 93036N   26125.04103137  .00049241  00000+0  21225-2 0  9993,2 33765  74.0020 234.2772 0056137 288.1457  71.3633 15.20879466917898,Cosmos-2251
COS2251_009,1 33766U 93036P   26125.04979323  .00001136  00000+0  39494-3 0  9991,2 33766  74.1864 234.6193 0063426  36.7860 323.7619 14.35430522898012,Cosmos-2251
COS2251_010,1 33768U 93036R   26125.08054336  .00000483  00000+0  44170-3 0  9996,2 33768  74.0697 348.4852 0367242 114.5878  44.8392 13.58594788852423,Cosmos-2251
COS2251_011,1 33779U 93036U   26125.05240801  .00010830  00000+0  16437-2 0  9990,2 33779  74.0446 251.9206 0013837 254.0887 226.3137 14.74094107906373,Cosmos-2251
COS2251_012,1 33782U 93036X   26124.77653454  .00001067  00000+0  34043-3 0  9990,2 33782  74.0346  12.9247 0019663  48.0743  14.6451 14.40840838901860,Cosmos-2251
COS2251_013,1 33785U 93036AA  26125.05823655  .00003956  00000+0  60882-3 0  9996,2 33785  73.8631 138.1292 0016533  43.4329  19.5081 14.73757409906168,Cosmos-2251
COS2251_014,1 33789U 93036AE  26124.92154229  .00000324  00000+0  22837-3 0  9993,2 33789  74.0643 204.3543 0240574 286.4194 192.6438 13.89003830870837,Cosmos-2251
COS2251_015,1 33791U 93036AG  26124.98645741  .00000869  00000+0  26115-3 0  9993,2 33791  74.1719 133.6083 0031020 283.8497 102.4508 14.43866722901198,Cosmos-2251
COS2251_016,1 33792U 93036AH  26125.10885779  .00000481  00000+0  47778-3 0  9994,2 33792  73.8970 116.3114 0429449 156.0090 281.9486 13.46099042843719,Cosmos-2251
COS2251_017,1 33793U 93036AJ  26124.76433769  .00001113  00000+0  44240-3 0  9998,2 33793  73.9807 249.8516 0077897   7.5586 110.4452 14.28220013892486,Cosmos-2251
COS2251_018,1 33795U 93036AL  26125.07383811  .00020329  00000+0  11281-2 0  9995,2 33795  74.0336 141.0405 0031793 197.0721 223.5837 15.13261459921848,Cosmos-2251
COS2251_019,1 33797U 93036AN  26125.06002126  .00001354  00000+0  29013-3 0  9993,2 33797  74.0439 122.4148 0061984 175.0447 241.9697 14.58517645910741,Cosmos-2251
COS2251_020,1 33798U 93036AP  26123.74219892  .00000353  00000+0  10474-3 0  9996,2 33798  74.0299 231.3653 0092057 317.2516 205.5145 14.44778764906441,Cosmos-2251
COS2251_021,1 33799U 93036AQ  26125.06754391  .00013029  00000+0  15644-2 0  9999,2 33799  74.0301 158.6835 0024065 202.0284 186.6240 14.83830792909346,Cosmos-2251
COS2251_022,1 33805U 93036AW  26125.15398083  .00000895  00000+0  19547-3 0  9993,2 33805  74.0322  38.4243 0061585 191.0351 168.9468 14.58205369913174,Cosmos-2251
COS2251_023,1 33811U 93036BC  26125.12146943  .00016502  00000+0  95877-3 0  9995,2 33811  73.8383   3.7826 0025642  67.6235  84.5993 15.11810950921803,Cosmos-2251
COS2251_024,1 33816U 93036BH  26124.69402850  .00000710  00000+0  52251-3 0  9996,2 33816  73.8956 223.0346 0265185 209.1473 149.4631 13.82018897866481,Cosmos-2251
COS2251_025,1 33818U 93036BK  26125.21874462  .00099907  00000+0  34617-2 0  9990,2 33818  74.0765 226.0347 0009145 166.0532 194.0925 15.29325023920430,Cosmos-2251
COS2251_026,1 33819U 93036BL  26124.95000787  .00001779  00000+0  63314-3 0  9999,2 33819  74.1784 310.6793 0089947 131.5009 343.7094 14.32746928895460,Cosmos-2251
COS2251_027,1 33821U 93036BN  26125.16881855  .00044827  00000+0  12532-2 0  9995,2 33821  74.0260 197.1647 0039069 194.6811 165.3264 15.35687375771956,Cosmos-2251
COS2251_028,1 33822U 93036BP  26124.92515019  .00001866  00000+0  89653-3 0  9990,2 33822  74.0674 300.6950 0148654 313.0910 200.3836 14.13960920880773,Cosmos-2251
COS2251_029,1 33823U 93036BQ  26124.78340339  .00000526  00000+0  31537-3 0  9996,2 33823  73.8092 258.5526 0208283 359.0060 121.8380 13.99321281876103,Cosmos-2251
COS2251_030,1 33825U 93036BS  26124.97726536  .00010619  00000+0  16029-2 0  9998,2 33825  73.9815 108.6450 0076672  40.7331 345.1188 14.72393677909867,Cosmos-2251
COS2251_031,1 33826U 93036BT  26125.10608837  .00006243  00000+0  14337-2 0  9996,2 33826  74.0625 139.9372 0081663 150.5834 268.3443 14.53626453898512,Cosmos-2251
COS2251_032,1 33828U 93036BV  26125.03644572  .00000994  00000+0  29236-3 0  9998,2 33828  74.0464 331.5136 0028208  11.1493 112.3260 14.44801667903820,Cosmos-2251
COS2251_033,1 33830U 93036BX  26124.94962742  .00004853  00000+0  65514-3 0  9999,2 33830  74.0315 309.1334 0041137  35.2077 114.5885 14.78783888915876,Cosmos-2251
COS2251_034,1 33832U 93036BZ  26124.52005719  .00004672  00000+0  92074-3 0  9997,2 33832  74.0543 297.0613 0021257 294.4588 121.3033 14.62663898905111,Cosmos-2251
COS2251_035,1 33835U 93036CC  26124.65343855  .00003057  00000+0  58105-3 0  9993,2 33835  74.0564 187.4218 0054931 204.9012 314.9544 14.63639860908790,Cosmos-2251
COS2251_036,1 33836U 93036CD  26124.99799133  .00007297  00000+0  90874-3 0  9994,2 33836  73.9969 335.6000 0025049 149.4781  12.7363 14.82424508662092,Cosmos-2251
COS2251_037,1 33837U 93036CE  26125.05828609  .00000640  00000+0  16774-3 0  9996,2 33837  74.0102 145.7017 0034959 329.9389  29.9764 14.51011484908742,Cosmos-2251
COS2251_038,1 33838U 93036CF  26124.61799176  .00001104  00000+0  29823-3 0  9999,2 33838  74.0371 242.1284 0027082 327.3333  43.8398 14.48813006906381,Cosmos-2251
COS2251_039,1 33839U 93036CG  26124.70703042  .00000921  00000+0  16979-3 0  9991,2 33839  74.0378 291.6580 0083723   7.2783   9.1186 14.64862335916731,Cosmos-2251
COS2251_040,1 33841U 93036CJ  26125.14301769  .00000472  00000+0  16420-3 0  9995,2 33841  74.0394  13.9693 0019843  63.4268  93.2204 14.38062650901750,Cosmos-2251
COS2251_041,1 33842U 93036CK  26125.20047513  .00000816  00000+0  24848-3 0  9992,2 33842  74.0326 313.2877 0046434  26.4028 333.9480 14.43024874904064,Cosmos-2251
COS2251_042,1 33844U 93036CM  26125.06985299  .00000714  00000+0  26136-3 0  9999,2 33844  74.0645 151.0205 0047169 139.8453 251.5832 14.34079254897801,Cosmos-2251
COS2251_043,1 33848U 93036CR  26124.94574251  .00002659  00000+0  75927-3 0  9993,2 33848  74.0295  90.9363 0041632 118.5889 304.8246 14.45135002898996,Cosmos-2251
COS2251_044,1 33892U 93036CV  26125.17170840  .00001408  00000+0  58648-3 0  9996,2 33892  73.8027 200.2748 0113879 206.4489 179.8971 14.23826236889968,Cosmos-2251
COS2251_045,1 33894U 93036CX  26125.13877441  .00001583  00000+0  16446-2 0  9998,2 33894  73.7628 127.1923 0570117  25.9914 336.8653 13.21624671826023,Cosmos-2251
COS2251_046,1 33896U 93036CZ  26124.39550984  .00000991  00000+0  44665-3 0  9994,2 33896  73.7660 257.5825 0125462  49.4726 335.7503 14.19492550887645,Cosmos-2251
COS2251_047,1 33899U 93036DC  26125.10122588  .00002597  00000+0  50762-3 0  9991,2 33899  74.0520 171.6226 0057153 198.3621 189.8615 14.62384615909341,Cosmos-2251
COS2251_048,1 33900U 93036DD  26124.93184858  .00001516  00000+0  32424-3 0  9997,2 33900  74.0168  86.8951 0048809 203.1491 222.1103 14.58962958911244,Cosmos-2251
COS2251_049,1 33901U 93036DE  26125.00886794  .00082011  00000+0  18840-2 0  9999,2 33901  73.7660 100.5051 0032066 220.1364 139.7475 15.41763846917013,Cosmos-2251
COS2251_050,1 33905U 93036DJ  26124.58858031  .00001412  00000+0  48693-3 0  9994,2 33905  73.8869  52.1308 0058058 269.2054 270.0816 14.35911255897370,Cosmos-2251
COS2251_051,1 33906U 93036DK  26125.17674977  .00010201  00000+0  21339-2 0  9999,2 33906  74.0303  48.3454 0032109  52.2125  16.5595 14.59558080900993,Cosmos-2251
COS2251_052,1 33907U 93036DL  26125.00049838  .00003888  00000+0  13463-2 0  9996,2 33907  74.0666 133.0128 0114216 156.6520 234.8874 14.32376927886306,Cosmos-2251
COS2251_053,1 33908U 93036DM  26124.95946988  .00001675  00000+0  79881-3 0  9991,2 33908  73.8374 311.3508 0216133 309.8444  48.3849 14.08584603874897,Cosmos-2251
COS2251_054,1 33911U 93036DQ  26125.10984756  .00011160  00000+0  15159-2 0  9995,2 33911  74.0898 241.7225 0011936 134.4038 287.2062 14.78849587907612,Cosmos-2251
COS2251_055,1 33912U 93036DR  26124.88720073  .00002337  00000+0  57465-3 0  9993,2 33912  74.0337 279.8399 0010669 326.6558 198.7138 14.52837033905117,Cosmos-2251
COS2251_056,1 33913U 93036DS  26124.80314332  .00001224  00000+0  32491-3 0  9999,2 33913  74.0330 275.4562 0047329 342.8103 145.9892 14.49107009905293,Cosmos-2251
COS2251_057,1 33914U 93036DT  26125.05550380  .00000382  00000+0  31923-3 0  9996,2 33914  74.0875 138.8515 0304442 208.6689 160.1704 13.72181569860477,Cosmos-2251
COS2251_058,1 33915U 93036DU  26125.07444034  .00000803  00000+0  27068-3 0  9990,2 33915  74.0403 131.3216 0106312 189.2677 228.1330 14.35498644898148,Cosmos-2251
COS2251_059,1 33916U 93036DV  26125.06866255  .00000410  00000+0  34892-3 0  9990,2 33916  74.0503 165.0743 0325257 304.9897  76.8748 13.68738597858528,Cosmos-2251
COS2251_060,1 33917U 93036DW  26124.80739566  .00000866  00000+0  69225-3 0  9999,2 33917  74.1057 247.7287 0330986 315.0847  42.3916 13.69748460856926,Cosmos-2251
COS2251_061,1 33920U 93036DZ  26124.13630197  .00005948  00000+0  12200-2 0  9995,2 33920  74.0622  27.3079 0031579   1.4107 358.7142 14.60598221901925,Cosmos-2251
